"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARPC53",8.93895476358676e-09,0.713253028714439,0.941,0.812,0.000200250464613871,"13","ARPC5"
"MRFAP13",1.06187740004301e-08,0.492615173088179,0.749,0.659,0.000237881775157635,"13","MRFAP1"
"LMO4",1.0933293207555e-08,0.748235529015798,0.648,0.356,0.000244927634435646,"13","LMO4"
"STARD4-AS1",1.13385939093119e-08,0.679549356744552,0.315,0.027,0.000254007180756406,"13","STARD4-AS1"
"DYNLL13",1.14771579194265e-08,0.598331746935921,0.986,0.943,0.000257111291710993,"13","DYNLL1"
"NDUFS52",1.18828006435992e-08,0.574423270018351,0.986,0.904,0.00026619850001791,"13","NDUFS5"
"MEAF62",1.24849336862721e-08,0.593732762562957,0.749,0.553,0.000279687484439867,"13","MEAF6"
"NDUFA4L2",1.2811989097197e-08,0.928595368328648,0.361,0.022,0.000287014179755406,"13","NDUFA4L2"
"C12orf572",1.35384428163374e-08,0.760140817402784,0.877,0.736,0.000303288195971591,"13","C12orf57"
"FOXI1",1.44308663395491e-08,0.731886249660351,0.237,0.001,0.000323280267738579,"13","FOXI1"
"IQCH",1.44308663395491e-08,0.445582142133637,0.269,0.012,0.000323280267738579,"13","IQCH"
"MEGF9",1.49988690517833e-08,0.550883459152412,0.365,0.076,0.00033600466449805,"13","MEGF9"
"GMCL1",1.57864702132199e-08,0.620329663366365,0.589,0.356,0.000353648505716552,"13","GMCL1"
"PIK3R4",1.59069428544135e-08,0.895245616994326,0.338,0.071,0.000356347333824571,"13","PIK3R4"
"JAK12",1.83838862835883e-08,1.01756999088565,0.813,0.622,0.000411835820524944,"13","JAK1"
"DNAJC151",1.92090535841748e-08,0.620160868078279,0.877,0.797,0.000430321218392683,"13","DNAJC15"
"TMSB4X5",2.00878938521451e-08,0.886743715623576,1,0.999,0.000450008998075754,"13","TMSB4X"
"PNMA11",2.28560961871792e-08,0.466151685903606,0.342,0.074,0.000512022266785189,"13","PNMA1"
"MFSD9",2.31086559144635e-08,0.527831965656337,0.397,0.13,0.000517680109795812,"13","MFSD9"
"RBM392",2.32137856674986e-08,0.415868347101882,0.936,0.886,0.000520035226523304,"13","RBM39"
"ADH51",2.34127434258959e-08,0.720213569907287,0.763,0.577,0.000524492278226921,"13","ADH5"
"H1FX",2.6678171896551e-08,0.70523448487413,0.74,0.527,0.000597644406826535,"13","H1FX"
"CXXC51",2.82297526692093e-08,0.707185623432897,0.694,0.475,0.000632402919295626,"13","CXXC5"
"OVOL3",2.83301198102549e-08,0.62433352125743,0.265,0.001,0.000634651343989331,"13","OVOL3"
"RIC8B",2.95709681951782e-08,0.45663102989483,0.379,0.1,0.000662448829508381,"13","RIC8B"
"TBCB1",2.99512199818828e-08,0.746173908961595,0.804,0.567,0.000670967230034139,"13","TBCB"
"UBL5",3.18495674966008e-08,0.508891589793204,0.982,0.96,0.000713494011058851,"13","UBL5"
"CYB5A2",3.67837428429501e-08,0.581054185489963,0.817,0.677,0.000824029407167769,"13","CYB5A"
"IP6K21",3.71876991378569e-08,0.511235606433795,0.744,0.593,0.00083307883608627,"13","IP6K2"
"CHD6",3.87975520770503e-08,0.532666794233337,0.511,0.249,0.000869142761630082,"13","CHD6"
"ARID4B",4.03325593469187e-08,0.574090932538159,0.731,0.542,0.000903529994489672,"13","ARID4B"
"PRSS34",4.79497504594557e-08,0.690955762279088,0.858,0.641,0.00107417030979273,"13","PRSS3"
"SMYD3",4.79925022173115e-08,0.57843764229343,0.416,0.164,0.00107512803467221,"13","SMYD3"
"ENY21",5.28137670700612e-08,0.705798853920509,0.817,0.79,0.00118313400990351,"13","ENY2"
"AASDHPPT",5.28785586003366e-08,0.250980342352416,0.388,0.279,0.00118458546976474,"13","AASDHPPT"
"TUBB2B1",5.52887578035404e-08,0.679302502960576,0.242,0.011,0.00123857875231491,"13","TUBB2B"
"HTR3E",5.52887578035404e-08,0.524651146710454,0.233,0.001,0.00123857875231491,"13","HTR3E"
"NRCAM",5.52887578035404e-08,0.401242640005904,0.224,0.005,0.00123857875231491,"13","NRCAM"
"MTX2",6.389534366311e-08,0.548078207838155,0.653,0.459,0.00143138348874099,"13","MTX2"
"LYPLA12",6.41160944401116e-08,0.857531614030768,0.795,0.647,0.00143632874764738,"13","LYPLA1"
"PPDPF3",7.37421269291961e-08,0.484316765923528,0.991,0.952,0.00165197112746785,"13","PPDPF"
"DECR1",7.83998887732453e-08,0.522399840380431,0.767,0.64,0.00175631430829824,"13","DECR1"
"CCDC141",8.22389216297643e-08,0.816863574910259,0.763,0.538,0.00184231632234998,"13","CCDC14"
"APOBEC1",9.04203342009765e-08,0.51019753964626,0.306,0.059,0.00202559632677028,"13","APOBEC1"
"AC245297.31",9.46881402881488e-08,1.03436091881648,0.557,0.279,0.00212120371873511,"13","AC245297.3"
"PTPRG",1.02405124085177e-07,0.73533668460833,0.507,0.182,0.00229407958975614,"13","PTPRG"
"C5orf24",1.04262541634248e-07,0.591990443229968,0.626,0.393,0.00233568945769042,"13","C5orf24"
"SUCNR1",1.07276613504961e-07,0.704825346154125,0.228,0.006,0.00240321069573815,"13","SUCNR1"
"TMSB103",1.12168237446654e-07,0.584701897138607,1,0.995,0.00251279285527993,"13","TMSB10"
"VSNL11",1.20297555476049e-07,1.24906271330897,0.511,0.193,0.00269490583777446,"13","VSNL1"
"HMCES2",1.22395782438256e-07,0.659770738097526,0.525,0.307,0.0027419103181818,"13","HMCES"
"PRDX23",1.26465697783131e-07,0.614992118639116,0.886,0.824,0.00283308456173769,"13","PRDX2"
"PGM2L11",1.33117984077426e-07,0.935449481673961,0.621,0.339,0.00298210907930249,"13","PGM2L1"
"IFI62",1.35642080147349e-07,1.0427379410577,0.699,0.35,0.00303865387946092,"13","IFI6"
"MAD2L21",1.41393423734091e-07,0.569320659588639,0.525,0.238,0.0031674954784911,"13","MAD2L2"
"CACYBP4",1.47221361900131e-07,0.648926629112034,0.721,0.61,0.00329805294928673,"13","CACYBP"
"PLPP22",1.57516531233459e-07,0.473153056337938,0.767,0.6,0.00352868533269196,"13","PLPP2"
"CYTH2",1.65178860254094e-07,0.670060918567775,0.648,0.405,0.0037003368274122,"13","CYTH2"
"ACSL41",1.70805521581473e-07,0.616071967955814,0.397,0.101,0.00382638529446815,"13","ACSL4"
"CLRN31",1.71291400198916e-07,0.566242917467689,0.621,0.404,0.00383726994725613,"13","CLRN3"
"EMP23",1.7149312467534e-07,0.673960728348674,0.703,0.568,0.00384178897897696,"13","EMP2"
"SKP11",1.79450984240178e-07,0.674636458769859,0.968,0.924,0.00402006094894846,"13","SKP1"
"GSE11",1.82871795111111e-07,0.534332641721274,0.603,0.328,0.00409669395407912,"13","GSE1"
"REEP52",1.91259259701716e-07,0.702561950036672,0.831,0.761,0.00428458993583785,"13","REEP5"
"GINS22",1.94763553732504e-07,0.335427792166891,0.297,0.151,0.00436309313071556,"13","GINS2"
"NCAM1",2.06967645901659e-07,0.55868009191209,0.215,0.004,0.00463648920348897,"13","NCAM1"
"NXPH4",2.06967645901659e-07,0.413181216006591,0.256,0.012,0.00463648920348897,"13","NXPH4"
"TXN4",2.33429957367533e-07,0.558437002401833,0.995,0.932,0.00522929790494747,"13","TXN"
"RBMX2",2.37957442834634e-07,0.528349418909003,0.813,0.733,0.00533072263438148,"13","RBMX"
"HRAS",2.42064549556739e-07,0.260560216802654,0.397,0.28,0.00542273003917006,"13","HRAS"
"UBE2E31",2.52348126668555e-07,0.558201035831873,0.648,0.504,0.00565310273362897,"13","UBE2E3"
"PBX12",2.54766089225246e-07,0.564616889628547,0.571,0.307,0.00570726993082396,"13","PBX1"
"TSC22D12",2.57076775071424e-07,0.618706262840246,0.927,0.709,0.00575903391515003,"13","TSC22D1"
"HES61",2.75699978531813e-07,1.18362823354437,0.607,0.383,0.00617623091906967,"13","HES6"
"DBN11",2.7744421796688e-07,0.362971529785312,0.297,0.066,0.00621530537089404,"13","DBN1"
"ESPN2",2.81177052059975e-07,0.655610316665963,0.47,0.157,0.00629892832024756,"13","ESPN"
"BRD3",2.90235891734436e-07,0.559561410467425,0.575,0.338,0.00650186444663484,"13","BRD3"
"CADPS1",2.99148905253482e-07,0.473420896986639,0.384,0.142,0.0067015337754885,"13","CADPS"
"HSP90AA14",3.40744843383438e-07,0.775040597293566,0.977,0.966,0.00763336598147579,"13","HSP90AA1"
"CNPY21",3.50263024718359e-07,0.587644956404334,0.881,0.722,0.00784659227974067,"13","CNPY2"
"RBM4",3.60063859786308e-07,0.296603504084942,0.411,0.281,0.00806615058693288,"13","RBM4"
"CHN2",3.61588957581167e-07,0.389458916326974,0.279,0.052,0.00810031582773331,"13","CHN2"
"CCDC112",3.65398989801314e-07,0.617604643220341,0.589,0.323,0.00818566816952902,"13","CCDC112"
"RPAIN",3.73946283779077e-07,0.660913813535491,0.68,0.461,0.00837714464921888,"13","RPAIN"
"SINHCAF1",3.77772079362428e-07,0.595781403071568,0.644,0.497,0.00846285012187711,"13","SINHCAF"
"SERTAD4",3.87177702139302e-07,0.785372848583111,0.434,0.086,0.00867355488332464,"13","SERTAD4"
"CCDC129",3.97082535425116e-07,0.349560666545224,0.205,0,0.00889544295859345,"13","CCDC129"
"HMGB13",4.08068910697656e-07,0.55162286339669,0.991,0.969,0.00914155973744889,"13","HMGB1"
"RTKN",4.09509996457073e-07,0.267821720710395,0.361,0.241,0.00917384294063134,"13","RTKN"
"CBX34",4.77251828228386e-07,0.469675732841372,0.858,0.767,0.0106913954559723,"13","CBX3"
"GADD45A1",4.88033182074105e-07,0.684581370253343,0.626,0.37,0.0109329193448241,"13","GADD45A"
"RNF5",5.53109217293379e-07,0.595134664371184,0.781,0.589,0.0123907526858063,"13","RNF5"
"TM4SF13",5.67846735815957e-07,0.741205917895772,0.648,0.333,0.0127209025757491,"13","TM4SF1"
"OAZ22",6.28308226642243e-07,0.581911130631747,0.598,0.37,0.0140753608932395,"13","OAZ2"
"SELENOH1",6.32890396331742e-07,0.430993726551004,0.963,0.873,0.0141780106586237,"13","SELENOH"
"LAMTOR51",6.61267343436294e-07,0.449589539711372,0.945,0.84,0.0148137110276599,"13","LAMTOR5"
"CBX11",6.82156990256882e-07,0.569666508966002,0.557,0.357,0.0152816808957347,"13","CBX1"
"SUDS3",7.13477478153899e-07,0.690934054649239,0.731,0.481,0.0159833224656036,"13","SUDS3"
"POLR2I1",7.21632215137909e-07,0.37300380158776,0.781,0.713,0.0161660048835194,"13","POLR2I"
"SRSF92",7.43541205595291e-07,0.427240198726728,0.918,0.836,0.0166568100877457,"13","SRSF9"
"ERH3",7.50422485014731e-07,0.557373553319473,0.863,0.852,0.0168109645093,"13","ERH"
"ITPR21",7.52914768420716e-07,1.10648383005126,0.626,0.31,0.0168667966421609,"13","ITPR2"
"SSB3",7.70301563792215e-07,0.325328961547092,0.772,0.695,0.0172562956320732,"13","SSB"
"MIAT1",8.18201218659007e-07,1.26086589428135,0.333,0.028,0.0183293437003991,"13","MIAT"
"ABHD21",8.22041161888046e-07,0.590029459072147,0.598,0.395,0.018415366108616,"13","ABHD2"
"GSTP13",8.34538512024862e-07,0.492518923575215,1,0.958,0.018695331746381,"13","GSTP1"
"REPIN11",8.47897692106401e-07,0.480883262669805,0.749,0.585,0.0189946040985676,"13","REPIN1"
"HSBP11",8.99964741894497e-07,0.50330433299936,0.913,0.826,0.0201610101479205,"13","HSBP1"
"VBP11",9.26639155158406e-07,0.365055166733039,0.616,0.492,0.0207585703538586,"13","VBP1"
"PERP1",9.52820178962499e-07,0.587993772135303,0.932,0.735,0.0213450776491179,"13","PERP"
"CASP61",9.56706905706289e-07,0.43852267451601,0.63,0.46,0.0214321481016323,"13","CASP6"
"ILF22",9.67012148263744e-07,0.591090257707962,0.749,0.64,0.0216630061454044,"13","ILF2"
"TAS1R3",9.9354453764987e-07,0.523772673932908,0.256,0.008,0.0222573847324324,"13","TAS1R3"
"DNAJB62",1.02409718109411e-06,0.3863021582122,0.776,0.677,0.0229418250508704,"13","DNAJB6"
"COX6C3",1.03133506972755e-06,1.02906135026076,0.986,0.964,0.0231039682320365,"13","COX6C"
"HNRNPDL5",1.04112013302152e-06,0.424571207634874,0.836,0.785,0.023323173219948,"13","HNRNPDL"
"SELENOT2",1.05535510951579e-06,0.312123221247441,0.753,0.669,0.0236420651633726,"13","SELENOT"
"ABI21",1.10562524995028e-06,0.558540267416343,0.511,0.23,0.0247682168493862,"13","ABI2"
"CHPT12",1.11124573771728e-06,0.578924217690791,0.763,0.608,0.0248941270163424,"13","CHPT1"
"DENR1",1.12019455926471e-06,0.446501700557331,0.662,0.513,0.0250945985166481,"13","DENR"
"MYL6B1",1.15626104543943e-06,0.452437790132156,0.548,0.318,0.0259025599399341,"13","MYL6B"
"SVBP1",1.1591209165813e-06,0.515448878088631,0.562,0.324,0.0259666267732542,"13","SVBP"
"CASP42",1.16984330524668e-06,0.513365692417433,0.612,0.354,0.0262068297241361,"13","CASP4"
"UFC1",1.23280381718143e-06,0.49991487546736,0.895,0.822,0.0276172711124984,"13","UFC1"
"UTRN1",1.40184233740152e-06,0.368283462024574,0.397,0.241,0.0314040720424688,"13","UTRN"
"PCBD13",1.67665784721709e-06,0.515360868821119,0.849,0.73,0.0375604890933572,"13","PCBD1"
"BCL7A1",1.70400455055274e-06,0.289701552128454,0.379,0.203,0.0381731099414825,"13","BCL7A"
"DNAL1",1.834613234006e-06,0.568428429573015,0.342,0.108,0.0410990056682024,"13","DNAL1"
"PTPRJ",1.9437921985462e-06,0.532600485487176,0.388,0.152,0.0435448328318319,"13","PTPRJ"
"DNMT13",1.9685269739636e-06,0.290763117832838,0.438,0.304,0.0440989412707325,"13","DNMT1"
"AIG1",2.01263545037248e-06,0.566970055405399,0.543,0.357,0.0450870593592444,"13","AIG1"
"UBXN4",2.04398325789756e-06,0.525379516886973,0.881,0.835,0.0457893129434211,"13","UBXN4"
"N4BP2L23",2.06501994237662e-06,0.510304813168187,0.881,0.838,0.0462605767491212,"13","N4BP2L2"
"SP51",2.10990930883859e-06,0.609509164464186,0.37,0.126,0.0472661883366021,"13","SP5"
"MYCL",2.13806686913902e-06,0.568325743828184,0.402,0.121,0.0478969740024523,"13","MYCL"
"SLC29A11",2.16073939272372e-06,0.470226026072159,0.434,0.198,0.0484048838757967,"13","SLC29A1"
"DPY302",2.21080102190732e-06,0.497526155162179,0.767,0.667,0.0495263644927677,"13","DPY30"
"MUC21",1.78402579592776e-33,4.35092546993128,0.994,0.208,3.99657458803736e-29,"14","MUC2"
"FCGBP2",4.74114404578804e-32,4.6877802869538,0.994,0.346,1.06211108913744e-27,"14","FCGBP"
"GSN3",4.3618072342453e-31,4.17257513040986,1,0.54,9.77132056615633e-27,"14","GSN"
"ZG163",4.9009899280442e-29,7.49260442382128,0.938,0.238,1.09791976368046e-24,"14","ZG16"
"MUC14",1.17911796413499e-28,2.41627055925552,0.983,0.524,2.64146006325521e-24,"14","MUC1"
"CEACAM54",3.77592096897261e-28,2.25298938023361,1,0.711,8.45881815469244e-24,"14","CEACAM5"
"CD1772",3.07132230213861e-27,2.54692284996232,0.791,0.085,6.88037622125091e-23,"14","CD177"
"MUC132",8.21901210626758e-27,2.90742239385407,0.983,0.628,1.84122309204606e-22,"14","MUC13"
"TSPAN15",1.41735693863319e-25,2.56625437866904,0.989,0.625,3.17516301392608e-21,"14","TSPAN1"
"SYTL21",3.91607521201163e-24,1.7785570837428,0.876,0.383,8.77279168994846e-20,"14","SYTL2"
"LYPD82",6.00352052635575e-24,2.6052471086616,0.898,0.12,1.34490866831422e-19,"14","LYPD8"
"QSOX14",4.57477253396004e-23,1.60659510389744,0.904,0.475,1.02484054305773e-18,"14","QSOX1"
"SPATS2L3",7.21896449289738e-23,2.07239597403122,0.927,0.572,1.61719242569887e-18,"14","SPATS2L"
"SCNN1A2",3.50217950744008e-22,1.56580969121202,0.842,0.281,7.84558253256726e-18,"14","SCNN1A"
"ENTPD83",3.68726223567317e-22,1.87929628757197,0.825,0.143,8.26020486035503e-18,"14","ENTPD8"
"HLA-A4",8.4750497174685e-22,1.55128776074049,1,0.982,1.89858063770729e-17,"14","HLA-A"
"FFAR41",8.72987536043502e-22,1.43730449226682,0.729,0.117,1.95566667824465e-17,"14","FFAR4"
"MALAT15",1.18031210456619e-21,2.01557938307362,1,0.998,2.64413517664917e-17,"14","MALAT1"
"TPSG11",2.42370854769327e-21,1.46672019307128,0.785,0.064,5.42959188854247e-17,"14","TPSG1"
"MGLL2",2.99770331532801e-21,1.48448985602763,0.881,0.532,6.71545496699782e-17,"14","MGLL"
"REP151",8.97665439310148e-21,1.65059801316394,0.774,0.089,2.01095011714259e-16,"14","REP15"
"IFI274",9.80031979035269e-21,1.83417262051683,0.994,0.84,2.19546763943481e-16,"14","IFI27"
"CDC42EP3",1.45682143198459e-20,1.39244468227285,0.695,0.209,3.26357137193189e-16,"14","CDC42EP3"
"BCAS13",2.80797201747076e-20,1.70491595602828,0.836,0.302,6.290418913538e-16,"14","BCAS1"
"TFF31",3.23914442004375e-20,2.29370208262384,1,0.817,7.25633132978201e-16,"14","TFF3"
"SELENOP2",4.15353888277171e-20,1.8050608409437,0.91,0.345,9.30475780518519e-16,"14","SELENOP"
"MLPH1",4.45231461905926e-20,1.26497847892983,0.751,0.312,9.97407520961656e-16,"14","MLPH"
"LIPH2",5.95109337900284e-20,1.59187048901187,0.853,0.452,1.33316393876422e-15,"14","LIPH"
"ANKRD36C1",6.54687521421142e-20,3.29956299400524,0.808,0.283,1.46663098548764e-15,"14","ANKRD36C"
"CEACAM63",1.11400855976016e-19,1.92987605425073,0.927,0.367,2.49560197557472e-15,"14","CEACAM6"
"PHGR13",1.78242176297108e-19,2.12938202452014,0.989,0.837,3.99298123340782e-15,"14","PHGR1"
"PLAC82",1.85795085973984e-19,1.97281778248978,0.915,0.372,4.1621815159892e-15,"14","PLAC8"
"SMIM62",2.55628716938925e-19,1.36085008329191,0.61,0.098,5.72659451686579e-15,"14","SMIM6"
"TCIM",2.82719055412278e-19,2.12211661920976,0.78,0.275,6.33347227934584e-15,"14","TCIM"
"MLLT3",2.84144644229318e-19,1.5196667880479,0.802,0.377,6.36540832002519e-15,"14","MLLT3"
"DHRS92",3.11904132976258e-19,1.47596796074537,0.695,0.058,6.98727638693414e-15,"14","DHRS9"
"SAMD92",4.05716970401026e-19,1.1838314817789,0.695,0.163,9.08887157092379e-15,"14","SAMD9"
"HRASLS22",5.00998306321784e-19,2.18317731612378,0.627,0.041,1.12233640582206e-14,"14","HRASLS2"
"SERPINA12",5.69470614784236e-19,1.81108969857662,0.96,0.292,1.27572807123965e-14,"14","SERPINA1"
"MXD12",1.25371350565687e-18,1.65206898841817,0.768,0.286,2.80856899537252e-14,"14","MXD1"
"ITLN11",1.89412693927684e-18,1.80563149704338,0.785,0.103,4.24322316936797e-14,"14","ITLN1"
"SAT13",2.62262540164259e-18,1.07444374910116,1,0.95,5.87520542475972e-14,"14","SAT1"
"SMIM145",5.5685454472672e-18,1.50418743024475,0.898,0.617,1.2474655510968e-13,"14","SMIM14"
"HLA-B5",6.4688412845256e-18,1.43478403579238,1,0.993,1.44914982455942e-13,"14","HLA-B"
"DST3",8.30543521251828e-18,1.89829229596394,0.893,0.492,1.86058359630835e-13,"14","DST"
"RAB27A1",1.04757841814271e-17,1.44773664495985,0.763,0.203,2.3467851723233e-13,"14","RAB27A"
"FXYD33",1.70852572223751e-17,1.67589172676855,1,0.843,3.82743932295647e-13,"14","FXYD3"
"HLA-E4",1.98581772088433e-17,1.2254332282857,0.977,0.908,4.44862885832509e-13,"14","HLA-E"
"SH3BGRL35",3.45782281337747e-17,1.29968873844003,0.989,0.911,7.7462146665282e-13,"14","SH3BGRL3"
"LGALS9C2",4.87838411393151e-17,1.37170711750971,0.593,0.059,1.09285560920294e-12,"14","LGALS9C"
"KRT203",4.93542637519963e-17,1.56596830924195,0.904,0.341,1.10563421657222e-12,"14","KRT20"
"ISG204",5.23434875176334e-17,1.39421901728135,0.78,0.276,1.17259880737002e-12,"14","ISG20"
"VSIG23",7.89102549603154e-17,1.29372514784508,0.893,0.515,1.76774753162098e-12,"14","VSIG2"
"NEAT14",9.97401171580657e-17,1.02045248479948,0.994,0.971,2.23437810457499e-12,"14","NEAT1"
"MT-CO15",1.02879732349931e-16,1.09609409870231,1,0.999,2.30471176410316e-12,"14","MT-CO1"
"TRIM313",2.35235859033061e-16,1.55730534335785,0.791,0.288,5.26975371405864e-12,"14","TRIM31"
"CAPN81",2.73671448301472e-16,1.33676384895942,0.74,0.265,6.13078778484959e-12,"14","CAPN8"
"TENT5A3",3.2463036675377e-16,1.73014220299689,0.723,0.337,7.27236947601795e-12,"14","TENT5A"
"CREB3L12",3.35019008368117e-16,1.23613276812,0.814,0.38,7.50509582546255e-12,"14","CREB3L1"
"RASEF",6.51981562509614e-16,1.30164089850788,0.723,0.261,1.46056909633404e-11,"14","RASEF"
"LGALS9B1",9.52790805035737e-16,1.13343353393727,0.582,0.062,2.13444196144106e-11,"14","LGALS9B"
"KCNK11",1.02054786156162e-15,1.02932912199772,0.667,0.297,2.28623131947034e-11,"14","KCNK1"
"CLDN43",1.08924919968995e-15,1.32378194445717,0.989,0.828,2.44013605714543e-11,"14","CLDN4"
"MT-ND4L3",1.10327020070367e-15,1.27614276225939,0.983,0.87,2.47154590361637e-11,"14","MT-ND4L"
"KLF45",1.27931151990148e-15,1.22255990310568,0.915,0.602,2.86591366688329e-11,"14","KLF4"
"PARM12",4.98546304339483e-15,1.18345298424271,0.808,0.398,1.11684343098131e-10,"14","PARM1"
"CDHR22",1.05175662263785e-14,1.15299695943262,0.588,0.077,2.35614518603331e-10,"14","CDHR2"
"SDCBP23",1.06573516834942e-14,1.48651807532769,0.831,0.303,2.38745992413638e-10,"14","SDCBP2"
"GUCA2B2",1.36492039277957e-14,0.603185629054583,0.605,0.089,3.0576946639048e-10,"14","GUCA2B"
"TSPAN34",1.84366079230573e-14,1.17902787761148,0.915,0.675,4.1301689069233e-10,"14","TSPAN3"
"B2M6",1.91278432214318e-14,1.23673148286341,1,1,4.28501943846515e-10,"14","B2M"
"C19orf333",2.67301928752029e-14,1.08453680383879,0.966,0.713,5.98809780790295e-10,"14","C19orf33"
"ZG16B2",3.35307665696788e-14,1.13929483251887,0.802,0.463,7.51156232693943e-10,"14","ZG16B"
"LINC015592",3.66674589431052e-14,0.964256602857333,0.475,0.085,8.21424415243443e-10,"14","LINC01559"
"HLA-C4",4.55899876297008e-14,1.28150406249786,1,0.987,1.02130690288056e-09,"14","HLA-C"
"S100A66",5.29553106792987e-14,1.35991386325573,1,0.973,1.18630486983765e-09,"14","S100A6"
"S100P2",7.39340125990574e-14,1.51408972388217,0.847,0.526,1.65626975024408e-09,"14","S100P"
"TCF7L22",9.40119004610414e-14,1.00515312821688,0.734,0.457,2.10605459412825e-09,"14","TCF7L2"
"RIOK32",1.17758670636521e-13,1.04649849450526,0.814,0.452,2.63802973959935e-09,"14","RIOK3"
"TUBB2A2",1.81809677294108e-13,1.01813588082282,0.599,0.19,4.07290039074261e-09,"14","TUBB2A"
"NEDD91",2.45948688368381e-13,0.869030417609493,0.689,0.382,5.50974251682847e-09,"14","NEDD9"
"SMIM52",2.644640873473e-13,0.975827967239029,0.463,0.036,5.92452448475421e-09,"14","SMIM5"
"ABHD31",3.26181728758725e-13,1.0421032622565,0.729,0.425,7.30712308765296e-09,"14","ABHD3"
"GDPD31",3.40370288763163e-13,1.09025936071308,0.531,0.091,7.62497520887237e-09,"14","GDPD3"
"TFF11",4.49658973731276e-13,3.00600533504043,0.689,0.345,1.00732603295281e-08,"14","TFF1"
"LINC00342",5.66024478855913e-13,0.864639343527283,0.424,0.066,1.26800803753302e-08,"14","LINC00342"
"ARL142",7.12705949542337e-13,1.06753957977586,0.678,0.246,1.59660386816474e-08,"14","ARL14"
"CFDP12",1.1271745667082e-12,1.28302118216092,0.847,0.661,2.5250964643397e-08,"14","CFDP1"
"NEDD4L1",1.25549082602358e-12,1.22252695641841,0.751,0.357,2.81255054845803e-08,"14","NEDD4L"
